port,cvss_score,internet_exposed,service_risk,patch_age,exploit_available,service_popularity,auth_required,known_cve_count,misconfig_score,network_depth,critical_asset,label
53,8.06,0,0.4,0,0,0.64,0,7,0.76,2,0,0
139,5.21,1,0.8,0,1,0.91,1,19,0.05,4,1,1
21,6.89,0,0.9,5,1,0.53,1,15,0.9,1,1,1
22,9.67,1,0.6,4,1,0.72,0,6,0.01,4,0,1
21,5.3,0,0.9,5,1,0.33,1,1,0.5,2,1,1
445,3.72,1,0.9,0,1,0.34,1,15,0.15,4,0,1
22,6.05,1,0.6,1,1,0.88,0,6,0.3,1,0,1
21,5.01,1,0.9,1,1,0.75,1,13,0.77,5,0,1
80,4.25,1,0.7,0,0,0.4,0,8,0.43,4,1,1
443,5.82,1,0.7,1,1,0.6,0,13,0.02,2,1,1
53,6.23,0,0.4,1,0,0.92,1,8,0.34,3,0,0
443,5.75,1,0.7,5,1,0.94,0,12,0.16,2,0,1
3306,6.11,1,0.8,0,1,0.51,0,3,0.13,2,1,1
3306,4.8,0,0.8,3,0,0.88,0,1,0.52,4,1,1
139,4.92,0,0.8,2,0,0.88,0,8,0.13,1,1,1
21,8.48,1,0.9,5,1,0.6,0,16,0.48,5,0,1
143,5.99,1,0.6,4,0,0.83,0,12,0.13,4,1,1
22,9.91,1,0.6,0,1,0.31,0,13,0.5,2,1,1
143,8.87,1,0.6,0,1,0.64,1,3,0.81,3,1,1
139,4.4,0,0.8,0,1,0.39,1,12,0.88,1,0,1
110,4.01,0,0.6,1,1,0.94,1,17,0.36,3,0,1
3389,9.43,0,0.85,5,1,0.59,1,13,0.68,1,0,1
3306,8.46,0,0.8,5,0,0.47,1,2,0.22,1,0,1
80,3.23,1,0.7,0,0,0.37,0,14,0.92,2,0,1
3389,7.43,1,0.85,0,1,0.42,0,7,0.84,2,0,1
143,4.2,1,0.6,3,1,0.44,0,13,0.07,3,1,1
22,5.11,0,0.6,2,1,0.92,1,11,0.42,4,1,1
80,7.63,0,0.7,1,1,0.66,0,20,0.38,4,1,1
23,3.5,0,0.95,1,0,0.66,1,1,0.18,1,1,0
3389,5.27,0,0.85,4,1,0.37,1,9,0.46,5,0,1
22,5.22,0,0.6,5,0,0.34,1,9,0.32,1,1,1
3389,7.17,0,0.85,1,0,0.76,1,12,0.27,2,0,0
443,3.82,0,0.7,3,0,0.67,0,6,0.62,5,0,0
53,5.48,1,0.4,3,1,0.52,1,15,0.21,1,1,1
22,8.55,1,0.6,4,1,0.92,1,12,0.79,1,1,1
143,7.59,1,0.6,4,0,0.61,1,20,0.31,1,0,1
110,6.1,1,0.6,3,1,0.95,1,20,0.52,3,1,1
80,7.61,0,0.7,1,0,0.52,0,14,0.49,4,0,0
3306,3.46,0,0.8,4,1,0.99,1,1,0.5,1,1,1
21,9.05,0,0.9,4,0,0.61,0,7,0.14,4,0,1
443,8.79,0,0.7,1,1,0.49,1,8,0.84,3,0,1
23,3.2,1,0.95,5,0,0.53,1,0,0.73,4,0,1
22,5.19,1,0.6,0,0,0.42,0,0,0.15,3,0,0
23,9.91,0,0.95,3,0,0.78,0,7,0.23,4,1,1
3389,3.23,1,0.85,5,1,0.52,0,17,0.74,1,1,1
139,9.5,1,0.8,4,1,0.88,1,13,0.51,2,1,1
53,5.88,1,0.4,3,1,0.37,0,3,0.6,2,0,1
21,7.97,0,0.9,0,1,0.62,0,6,0.09,5,1,1
110,4.96,1,0.6,3,0,0.51,1,14,0.44,2,0,1
139,8.19,1,0.8,4,1,0.88,1,6,0.33,4,0,1
21,8.88,1,0.9,5,0,0.64,0,10,0.96,1,0,1
80,4.91,1,0.7,2,1,0.7,0,18,0.03,4,0,1
143,5.86,1,0.6,5,1,0.8,1,5,0.1,2,0,1
3306,6.65,0,0.8,3,0,0.98,1,3,0.65,1,0,1
445,5.55,1,0.9,0,1,0.7,0,20,0.98,5,0,1
445,7.35,0,0.9,5,0,0.98,1,18,0.91,3,1,1
3389,7.43,1,0.85,4,1,0.37,0,6,0.73,5,1,1
445,5.73,0,0.9,2,1,0.36,1,14,0.56,5,1,1
80,9.19,0,0.7,1,0,0.57,0,16,0.53,5,0,1
139,7.09,1,0.8,2,0,0.88,1,14,0.41,5,0,1
143,4.42,0,0.6,1,1,0.31,0,0,0.92,4,1,1
110,8.17,0,0.6,4,1,0.47,1,19,0.56,1,1,1
53,9.66,0,0.4,2,0,0.35,0,1,0.92,5,1,1
53,7.93,1,0.4,5,0,0.55,1,19,0.84,3,1,1
23,5.73,0,0.95,5,0,0.91,1,8,0.87,3,1,1
143,8.53,1,0.6,0,0,0.64,0,8,0.11,4,1,1
80,4.49,0,0.7,4,0,0.61,0,10,0.92,3,0,1
3306,9.32,1,0.8,1,0,0.35,0,15,0.92,1,0,1
143,9.82,0,0.6,4,0,0.67,0,12,0.47,4,0,1
143,8.7,0,0.6,3,0,0.59,1,9,0.27,5,1,1
143,8.89,1,0.6,5,0,0.47,1,10,0.99,2,1,1
21,9.92,1,0.9,3,1,0.73,0,3,0.83,5,1,1
110,7.53,1,0.6,0,1,0.67,0,17,0.13,3,1,1
3389,5.81,1,0.85,3,0,0.41,0,4,0.65,3,1,1
53,8.81,1,0.4,2,1,0.71,0,8,0.37,1,1,1
3389,8.76,0,0.85,5,0,0.84,0,13,0.15,1,0,1
21,7.75,1,0.9,0,0,0.71,0,3,0.51,3,0,1
3306,5.34,1,0.8,1,1,0.56,1,0,0.95,1,0,1
143,6.58,1,0.6,3,0,0.77,0,6,0.31,2,0,1
23,3.06,0,0.95,1,1,0.34,1,18,0.51,2,1,1
445,6.54,1,0.9,3,0,0.49,1,3,0.54,2,1,1
25,8.14,0,0.5,3,1,0.86,1,18,0.55,4,0,1
3306,4.17,1,0.8,0,0,0.68,0,12,0.28,3,0,1
443,6.77,0,0.7,2,1,0.35,1,8,0.81,5,0,1
80,4.7,0,0.7,5,0,0.6,1,9,0.95,2,1,1
21,9.16,1,0.9,3,0,0.5,1,6,0.84,3,0,1
110,9.21,1,0.6,0,0,0.69,0,6,0.51,4,1,1
23,8.9,0,0.95,1,0,0.63,1,15,0.46,1,1,1
443,7.04,0,0.7,3,0,0.82,1,12,0.38,1,1,1
21,6.5,0,0.9,5,1,0.64,0,15,0.25,2,0,1
53,9.93,0,0.4,0,0,0.54,1,6,0.33,1,1,0
445,3.15,0,0.9,2,0,0.42,0,17,0.05,2,1,1
21,9.76,0,0.9,2,0,0.47,1,7,0.63,2,1,1
110,8.81,0,0.6,5,1,0.9,1,15,0.98,5,1,1
22,4.49,0,0.6,3,1,0.43,1,20,0.25,3,0,1
25,6.02,0,0.5,1,0,0.7,0,10,0.91,2,0,0
110,9.04,1,0.6,1,1,0.75,0,19,0.31,4,1,1
445,5.24,1,0.9,0,1,0.65,1,13,0.95,1,0,1
139,6.14,1,0.8,2,1,0.75,1,14,0.65,4,1,1
110,7.17,1,0.6,4,0,0.7,0,17,0.83,4,1,1
3389,4.04,1,0.85,1,1,0.92,0,10,0.85,2,0,1
445,7.63,1,0.9,1,0,0.43,0,17,0.07,2,1,1
3389,7.96,1,0.85,4,1,0.35,0,18,0.54,2,0,1
3389,6.41,1,0.85,1,1,0.37,1,17,0.29,2,0,1
443,5.57,0,0.7,5,1,0.59,0,16,0.71,5,1,1
23,7.08,1,0.95,2,0,0.32,1,15,0.29,5,1,1
110,7.23,0,0.6,0,0,0.4,1,7,0.57,5,1,0
21,5.68,1,0.9,3,0,0.52,0,18,0.39,5,1,1
21,5.67,1,0.9,1,1,0.42,0,4,0.18,4,0,1
22,4.78,1,0.6,4,1,0.69,1,20,0.7,5,0,1
25,7.62,0,0.5,0,0,0.54,1,19,0.5,2,1,1
53,5.28,1,0.4,1,0,0.34,1,15,0.37,2,0,1
443,7.88,1,0.7,2,0,0.73,0,1,0.32,1,0,1
22,7.96,0,0.6,1,0,0.76,0,17,0.47,3,1,1
22,7.04,1,0.6,1,0,0.95,1,18,0.68,4,0,1
445,5.59,1,0.9,2,0,0.81,1,4,0.32,3,0,1
139,3.19,0,0.8,3,0,0.86,0,7,0.72,2,1,1
22,3.85,1,0.6,5,0,0.42,0,1,0.4,4,0,1
445,3.38,0,0.9,4,1,0.77,0,17,0.14,4,0,1
3306,6.24,1,0.8,1,1,0.45,1,5,0.61,3,0,1
443,3.2,0,0.7,5,1,0.86,0,12,0.65,5,0,1
23,7.01,0,0.95,3,1,0.61,0,8,0.36,3,0,1
3389,7.92,0,0.85,1,0,0.72,0,14,0.12,2,0,0
21,4.17,1,0.9,3,0,0.4,0,11,0.66,5,1,1
3389,3.19,0,0.85,4,1,0.77,0,5,0.07,1,1,1
139,3.51,0,0.8,0,0,0.59,0,9,0.58,1,0,0
3389,5.21,0,0.85,0,1,0.82,0,14,0.51,5,0,1
445,4.97,1,0.9,2,0,0.35,1,20,0.07,2,0,1
25,5.91,1,0.5,3,1,0.35,1,2,0.34,5,1,1
110,9.3,0,0.6,0,0,0.52,1,17,0.2,4,0,0
110,8.99,0,0.6,0,0,0.56,1,11,0.7,3,0,0
80,6.27,1,0.7,1,0,0.49,1,7,0.76,3,1,1
445,6.8,1,0.9,0,0,0.9,0,0,0.14,1,1,1
445,7.01,1,0.9,1,0,0.71,0,15,0.15,1,1,1
3306,5.82,1,0.8,2,0,0.84,0,13,0.72,4,0,1
80,9.08,1,0.7,4,1,0.49,1,2,0.58,5,0,1
3389,9.91,1,0.85,0,1,0.32,0,10,0.66,4,0,1
3389,9.62,0,0.85,4,0,0.6,0,6,0.11,4,1,1
143,9.21,1,0.6,0,1,0.55,0,20,0.97,1,1,1
445,7.23,0,0.9,4,1,0.83,1,10,0.39,4,0,1
21,5.83,1,0.9,3,1,0.47,1,10,0.63,5,0,1
53,6.42,1,0.4,1,0,0.48,0,1,0.02,2,1,1
143,6.26,0,0.6,4,1,0.9,1,14,0.78,3,0,1
443,9.41,1,0.7,4,0,0.43,1,3,0.81,4,0,1
80,7.18,1,0.7,0,0,0.64,0,10,0.46,1,0,1
22,8.66,1,0.6,5,1,0.52,0,3,0.85,1,1,1
53,7.06,1,0.4,5,1,0.52,0,3,0.29,1,0,1
139,9.45,0,0.8,2,0,0.53,1,11,0.22,4,1,1
21,9.85,1,0.9,4,0,0.36,1,14,0.87,3,1,1
445,4.4,1,0.9,5,1,0.82,1,7,0.81,1,0,1
3306,7.38,1,0.8,5,0,0.78,1,19,0.48,3,1,1
443,9.4,1,0.7,1,1,0.92,0,16,0.5,5,1,1
23,5.58,0,0.95,1,0,0.9,0,2,0.42,5,1,1
53,3.45,1,0.4,1,0,0.93,1,16,0.83,2,1,1
3306,8.78,0,0.8,2,1,0.44,0,11,0.91,3,1,1
80,8.88,0,0.7,3,1,0.45,0,8,0.33,3,0,1
3389,3.97,0,0.85,4,0,0.46,0,20,0.64,4,0,1
110,5.43,0,0.6,3,0,0.85,0,0,0.37,2,1,1
23,7.81,0,0.95,5,1,0.77,1,7,0.6,3,0,1
143,6.88,1,0.6,0,1,0.65,0,2,0.14,2,0,1
23,4.88,0,0.95,5,0,0.39,1,15,0.3,1,1,1
143,6.81,0,0.6,0,0,0.95,0,10,0.3,4,1,0
445,7.8,0,0.9,4,1,0.49,0,7,0.9,4,0,1
443,7.36,0,0.7,2,1,0.65,0,18,0.75,5,0,1
23,6.92,0,0.95,5,1,0.4,1,11,0.82,2,1,1
143,8.28,0,0.6,3,1,0.54,1,2,0.25,1,0,1
25,4.6,1,0.5,4,0,0.57,1,3,0.74,3,0,1
21,9.02,0,0.9,4,1,0.93,0,0,0.3,4,0,1
21,7.63,1,0.9,5,1,0.74,0,10,0.23,2,0,1
445,8.04,1,0.9,4,1,0.64,1,14,0.56,2,0,1
139,4.16,0,0.8,3,0,0.74,1,10,0.67,5,1,1
3389,7.71,0,0.85,2,0,0.5,0,20,0.72,4,1,1
3306,9.94,1,0.8,2,0,0.87,1,20,0.3,4,1,1
3389,3.45,0,0.85,1,0,0.42,0,10,0.44,4,1,1
21,6.52,1,0.9,5,1,0.31,1,10,0.52,5,0,1
3306,3.94,1,0.8,1,0,0.85,1,1,0.35,1,1,1
139,7.39,0,0.8,1,1,0.5,1,0,0.82,4,1,1
53,5.95,1,0.4,5,0,0.3,0,19,0.84,1,1,1
23,3.69,1,0.95,3,1,0.37,0,10,0.58,3,1,1
25,7.52,1,0.5,3,0,0.86,0,12,0.5,3,0,1
143,8.54,0,0.6,0,1,0.71,0,5,0.54,1,0,1
3389,9.73,0,0.85,4,0,0.91,1,0,0.26,1,0,1
443,7.16,0,0.7,2,0,0.9,1,7,0.74,3,1,1
23,7.27,1,0.95,1,0,0.92,0,18,0.17,2,1,1
445,6.99,1,0.9,2,0,0.32,1,14,0.86,1,1,1
21,3.81,1,0.9,0,1,0.67,0,10,0.62,1,0,1
143,6.41,1,0.6,5,0,0.63,1,0,0.68,2,0,1
21,8.62,0,0.9,4,0,0.5,0,9,0.12,3,1,1
3306,7.13,1,0.8,1,1,0.99,1,20,0.56,1,1,1
143,5.1,1,0.6,4,1,0.64,1,19,0.9,3,0,1
3306,7.53,1,0.8,1,1,0.98,1,15,0.95,5,0,1
25,5.44,0,0.5,5,0,0.97,0,13,1.0,2,1,1
3306,8.57,0,0.8,5,0,0.65,0,15,0.75,2,0,1
25,9.65,1,0.5,2,1,0.9,1,18,0.26,5,0,1
443,8.23,1,0.7,3,0,0.74,1,5,0.74,3,1,1
53,6.35,1,0.4,1,1,0.3,1,1,0.59,2,0,1
3389,9.62,1,0.85,5,1,0.87,1,2,0.2,2,1,1
23,9.09,0,0.95,2,1,0.55,1,0,0.02,1,1,1
21,6.72,0,0.9,2,0,0.48,1,2,0.48,5,1,1
143,6.98,1,0.6,0,1,0.78,0,9,0.01,1,1,1
3389,3.11,0,0.85,5,0,0.68,1,6,0.81,2,1,1
3389,3.17,1,0.85,5,1,0.59,1,18,0.59,5,0,1
139,3.98,1,0.8,2,1,0.39,0,6,0.81,4,0,1
443,6.49,1,0.7,0,0,0.59,1,15,0.8,1,0,1
110,9.84,1,0.6,3,1,0.76,1,0,0.68,1,0,1
139,7.94,1,0.8,1,1,0.58,1,18,0.76,3,1,1
110,3.51,0,0.6,1,0,0.84,1,3,0.78,4,0,0
139,5.98,0,0.8,4,1,0.34,1,15,0.59,3,0,1
110,5.33,0,0.6,4,0,0.32,0,15,0.86,4,1,1
3389,5.34,1,0.85,3,0,0.38,1,11,0.81,1,1,1
3389,4.16,1,0.85,4,1,0.39,0,16,0.24,4,0,1
25,5.25,0,0.5,4,1,0.79,0,2,0.44,5,1,1
25,4.13,0,0.5,1,0,0.34,1,15,0.61,3,1,0
443,8.06,1,0.7,5,0,0.87,1,1,0.9,2,0,1
53,5.49,0,0.4,2,1,0.33,1,12,0.94,2,0,1
443,7.46,1,0.7,4,1,0.8,0,20,0.81,2,1,1
445,4.0,0,0.9,2,0,0.75,0,8,0.74,3,0,0
143,4.69,1,0.6,5,0,0.66,0,17,0.62,5,0,1
143,6.78,1,0.6,3,1,0.78,0,6,0.14,2,0,1
22,5.16,0,0.6,4,0,0.95,1,3,0.62,5,1,1
25,9.13,1,0.5,0,0,0.57,1,2,0.32,5,0,1
21,3.47,1,0.9,5,1,0.56,1,2,0.98,5,1,1
21,8.76,0,0.9,4,0,0.58,0,5,0.42,2,1,1
110,8.64,0,0.6,0,0,0.9,1,18,0.6,3,0,0
143,4.83,0,0.6,1,0,0.65,0,5,0.32,2,0,0
110,8.99,1,0.6,2,0,0.93,0,12,0.67,5,0,1
25,3.12,0,0.5,4,0,0.61,0,0,0.49,2,0,0
110,3.8,0,0.6,4,0,0.97,0,2,0.7,4,1,1
80,5.92,0,0.7,5,1,0.33,0,0,0.14,3,1,1
445,6.83,1,0.9,5,1,0.56,1,6,0.1,2,0,1
445,4.68,0,0.9,5,0,0.79,1,10,0.88,4,1,1
21,8.75,1,0.9,1,0,0.33,0,0,0.5,5,0,1
445,8.37,0,0.9,4,0,0.9,1,19,0.54,3,0,1
445,6.8,0,0.9,0,0,0.94,1,3,0.76,3,1,1
110,7.49,0,0.6,2,0,0.63,1,11,0.19,2,0,0
21,4.9,1,0.9,1,1,0.73,1,10,0.14,1,0,1
443,4.0,1,0.7,1,0,0.62,1,14,0.97,1,0,1
110,5.26,0,0.6,2,0,0.6,1,6,0.62,4,0,0
21,7.87,0,0.9,0,0,0.82,0,17,0.78,4,1,1
22,5.45,0,0.6,0,1,0.77,1,7,0.16,4,0,1
139,9.53,1,0.8,4,0,0.33,0,11,0.83,3,1,1
53,4.04,1,0.4,4,1,0.78,0,8,0.76,2,1,1
445,4.73,1,0.9,2,0,0.93,0,9,0.66,2,1,1
23,7.78,0,0.95,1,0,0.33,1,7,0.79,5,1,1
110,4.0,0,0.6,1,0,0.84,1,19,0.76,2,1,1
139,3.37,0,0.8,1,1,0.33,1,6,0.29,2,0,1
22,7.92,1,0.6,3,0,0.38,1,2,0.2,5,0,1
139,9.34,0,0.8,1,0,0.31,0,20,0.14,3,0,1
139,9.68,0,0.8,3,0,0.69,0,1,0.75,4,1,1
25,5.07,0,0.5,4,1,0.4,0,0,0.69,4,0,1
22,9.27,0,0.6,3,1,0.74,1,0,0.46,4,0,1
53,8.72,1,0.4,3,0,0.82,1,2,0.42,1,1,1
3389,5.12,1,0.85,5,0,0.8,0,10,0.78,2,0,1
3306,7.58,1,0.8,5,0,0.98,1,7,0.9,4,1,1
53,6.27,0,0.4,3,1,0.72,1,6,0.34,3,0,1
443,7.43,1,0.7,0,0,0.99,1,5,0.98,1,0,1
80,5.94,0,0.7,0,0,0.35,1,16,0.65,4,1,1
25,7.5,0,0.5,5,0,0.8,1,13,0.42,5,0,1
21,7.74,0,0.9,3,1,0.95,1,14,0.16,2,0,1
3306,3.2,1,0.8,2,1,0.63,1,6,0.93,2,0,1
22,5.19,1,0.6,3,0,0.93,0,13,0.25,3,0,1
143,6.29,0,0.6,2,0,0.91,0,15,0.59,5,0,1
23,9.04,1,0.95,0,0,0.45,0,18,0.38,1,0,1
22,5.79,0,0.6,5,0,0.66,1,16,0.76,3,0,1
139,5.84,0,0.8,1,0,0.47,0,19,0.45,4,1,1
443,9.18,0,0.7,3,0,0.52,1,19,0.63,1,0,1
139,8.52,0,0.8,0,0,0.69,0,4,0.54,4,0,0
3306,3.85,1,0.8,2,0,0.53,1,2,0.71,5,0,1
443,5.41,1,0.7,0,1,0.57,0,0,0.99,1,0,1
3389,9.16,0,0.85,2,0,0.81,0,18,0.69,4,1,1
139,5.96,0,0.8,4,0,0.43,1,11,0.52,5,1,1
443,4.05,1,0.7,0,0,0.42,0,17,0.64,2,0,1
445,7.56,1,0.9,4,1,0.39,0,19,0.41,1,1,1
53,7.73,1,0.4,1,0,0.41,1,12,0.49,2,0,1
53,4.96,1,0.4,0,0,0.73,0,14,0.53,4,0,0
443,3.23,1,0.7,1,0,0.8,0,10,0.89,1,0,1
445,5.29,0,0.9,1,1,0.43,1,15,0.94,1,1,1
53,7.25,1,0.4,1,1,0.59,1,19,0.9,2,0,1
139,4.64,0,0.8,3,0,0.31,0,15,0.45,2,1,1
443,8.06,1,0.7,1,0,0.43,0,3,0.13,4,0,1
3389,6.92,1,0.85,5,0,0.82,1,17,0.97,5,1,1
445,7.73,1,0.9,1,0,0.95,0,0,0.97,1,1,1
23,8.63,0,0.95,4,1,0.71,0,10,0.73,1,1,1
80,5.81,1,0.7,0,0,0.85,1,7,0.48,1,1,1
53,6.61,1,0.4,0,1,0.86,0,12,0.08,3,0,1
143,6.74,0,0.6,3,0,0.42,1,16,0.8,4,1,1
53,4.87,0,0.4,0,0,0.66,0,4,0.76,5,1,0
3306,4.89,1,0.8,5,0,0.78,0,20,0.08,5,1,1
445,3.27,1,0.9,3,1,0.58,1,17,0.64,3,0,1
22,7.2,0,0.6,1,0,0.5,0,3,0.42,1,0,0
443,6.08,0,0.7,3,1,0.31,0,7,0.54,1,1,1
3306,5.59,0,0.8,4,1,0.68,0,2,0.53,1,0,1
139,4.57,1,0.8,1,1,0.46,1,16,0.51,2,1,1
22,8.05,0,0.6,1,0,0.43,0,1,0.29,3,0,0
3306,3.4,0,0.8,0,0,0.82,0,15,0.07,4,0,0
25,3.63,1,0.5,5,1,0.57,1,19,0.29,3,1,1
25,5.69,1,0.5,0,0,0.63,1,10,0.38,5,1,1
25,5.31,0,0.5,1,0,0.97,1,4,0.69,5,1,0
445,5.21,1,0.9,3,1,0.53,0,2,0.02,4,1,1
80,9.34,0,0.7,2,1,0.88,1,13,0.69,4,0,1
143,5.13,1,0.6,0,0,0.83,1,1,0.41,4,1,1
143,9.29,1,0.6,4,0,0.43,0,20,0.47,2,0,1
53,5.09,1,0.4,3,1,0.42,1,12,0.25,1,1,1
23,6.09,1,0.95,3,0,0.45,0,5,0.67,1,1,1
3389,5.31,1,0.85,5,0,0.71,0,20,0.21,2,0,1
143,4.94,1,0.6,0,0,0.46,1,14,0.54,5,1,1
139,7.97,1,0.8,1,0,0.86,1,14,0.46,1,1,1
143,5.84,1,0.6,3,0,0.51,1,0,0.89,3,0,1
443,4.13,1,0.7,4,0,0.95,1,18,0.4,3,0,1
22,5.66,0,0.6,5,1,0.75,1,17,0.79,3,1,1
143,9.91,1,0.6,3,0,0.94,0,3,0.0,3,0,1
23,8.64,0,0.95,2,0,0.34,1,15,0.2,4,1,1
445,4.88,0,0.9,1,0,0.4,1,6,0.74,2,0,0
445,4.88,0,0.9,0,1,0.48,0,1,0.97,2,1,1
3306,9.91,0,0.8,2,0,0.69,1,3,0.36,1,0,1
110,8.47,1,0.6,0,1,0.79,0,6,0.33,5,0,1
25,6.05,1,0.5,3,1,0.94,0,4,0.02,3,0,1
53,8.07,0,0.4,1,0,0.38,0,20,0.42,5,0,0
139,8.73,0,0.8,1,1,0.72,1,9,0.35,1,1,1
21,8.26,1,0.9,0,0,0.47,0,18,0.29,1,0,1
21,3.66,0,0.9,4,1,0.32,0,4,0.26,4,0,1
139,5.27,0,0.8,3,0,0.54,1,4,0.41,2,1,1
53,4.48,1,0.4,1,1,0.7,1,19,0.59,4,1,1
53,4.46,1,0.4,4,0,0.95,1,10,0.85,4,0,1
110,9.55,1,0.6,2,0,0.33,0,18,0.82,3,0,1
53,8.12,1,0.4,3,0,0.9,1,18,0.31,5,0,1
3389,5.28,0,0.85,1,0,0.65,1,2,0.78,5,0,0
3389,7.15,0,0.85,3,0,0.55,1,19,0.98,5,1,1
23,6.1,1,0.95,3,0,0.66,0,11,0.47,1,0,1
143,7.8,1,0.6,3,0,0.81,1,12,0.09,4,1,1
443,5.97,1,0.7,4,0,0.31,1,20,0.78,3,1,1
143,6.23,0,0.6,0,0,0.86,1,16,0.82,4,1,1
110,8.83,0,0.6,1,1,0.6,0,20,0.96,1,0,1
139,5.47,1,0.8,1,0,0.68,0,12,0.94,1,0,1
139,3.7,1,0.8,2,0,0.57,1,6,0.65,2,0,1
53,3.26,1,0.4,3,0,0.64,0,3,0.95,4,1,1
53,5.72,1,0.4,5,1,0.8,1,20,0.25,3,1,1
3389,8.44,0,0.85,1,1,0.38,0,19,0.5,1,1,1
110,3.78,1,0.6,3,1,0.92,0,2,0.12,4,0,1
25,4.37,0,0.5,4,1,0.54,1,10,0.05,1,1,1
3389,4.55,0,0.85,0,1,0.35,1,15,0.6,3,1,1
22,6.67,0,0.6,2,0,0.75,1,2,0.02,2,0,0
3389,5.03,1,0.85,5,0,0.37,1,8,0.93,5,1,1
443,5.39,1,0.7,0,0,0.82,1,18,0.78,5,0,1
143,5.06,1,0.6,5,0,0.87,0,14,0.68,1,0,1
139,8.65,1,0.8,3,0,0.42,1,14,0.84,4,0,1
80,5.3,0,0.7,4,0,0.47,0,4,0.57,5,1,1
23,9.86,0,0.95,1,1,0.41,0,11,0.5,5,0,1
143,9.31,1,0.6,1,0,0.34,1,3,0.06,1,1,1
110,9.44,0,0.6,1,1,0.43,0,10,0.55,1,1,1
22,5.81,0,0.6,3,1,0.95,0,19,0.45,5,1,1
22,8.96,1,0.6,1,0,0.68,0,8,0.69,5,0,1
443,4.19,0,0.7,1,1,0.47,1,8,0.6,1,0,1
53,5.05,1,0.4,5,1,0.92,1,17,0.58,1,1,1
139,4.94,0,0.8,0,1,0.54,0,3,0.33,2,1,1
25,9.04,0,0.5,4,0,0.73,0,5,0.09,2,1,1
23,6.0,0,0.95,5,1,0.51,1,3,0.68,5,1,1
23,9.3,0,0.95,2,0,0.49,1,14,0.47,5,0,1
139,3.76,1,0.8,3,0,0.44,1,17,0.5,1,1,1
23,9.63,1,0.95,4,1,0.4,0,4,0.78,3,0,1
22,6.49,1,0.6,5,1,0.39,1,14,0.3,5,1,1
445,5.23,1,0.9,3,0,0.96,1,6,0.65,2,0,1
25,3.21,1,0.5,0,1,0.42,0,5,0.23,1,0,1
110,6.71,1,0.6,2,1,0.33,1,1,0.7,4,1,1
22,7.76,1,0.6,3,1,0.43,0,11,0.05,2,0,1
443,4.51,0,0.7,2,0,0.39,0,18,0.33,2,1,1
80,3.41,1,0.7,5,0,0.3,0,8,0.26,1,1,1
23,3.82,0,0.95,4,0,0.58,0,4,0.81,4,1,1
21,4.46,0,0.9,4,1,0.63,1,20,0.05,1,1,1
53,5.13,0,0.4,4,1,0.58,1,9,0.73,1,0,1
21,4.97,0,0.9,5,0,0.51,1,2,0.86,4,0,1
443,4.42,1,0.7,5,1,0.37,0,19,0.79,1,1,1
110,7.23,0,0.6,5,0,0.69,0,13,0.88,5,0,1
22,4.64,0,0.6,3,1,0.31,1,12,0.78,2,0,1
25,3.5,0,0.5,2,0,0.93,1,10,0.14,5,1,0
443,6.12,1,0.7,2,1,0.77,1,0,0.5,2,0,1
22,7.62,0,0.6,1,1,0.71,1,6,0.39,5,1,1
23,6.64,0,0.95,2,1,0.84,1,6,0.93,1,0,1
3306,4.98,1,0.8,2,1,0.64,0,3,0.51,3,0,1
23,8.85,0,0.95,3,0,0.91,0,10,0.52,3,1,1
3389,8.35,1,0.85,4,0,0.97,1,18,0.81,4,0,1
139,7.24,1,0.8,3,1,0.52,0,5,1.0,1,0,1
445,7.58,1,0.9,1,1,0.46,1,5,0.23,5,1,1
445,7.93,0,0.9,1,0,0.62,0,2,0.09,5,1,1
80,6.9,0,0.7,5,0,0.88,0,1,0.06,1,0,1
25,6.85,1,0.5,1,1,0.45,0,0,0.4,3,1,1
443,4.02,0,0.7,0,0,0.64,1,19,0.32,5,1,0
22,8.46,1,0.6,1,0,0.55,1,1,0.3,3,0,1
53,4.5,1,0.4,0,0,0.51,0,8,0.8,3,1,1
443,4.7,0,0.7,3,0,0.81,1,15,0.91,3,1,1
443,6.08,1,0.7,3,0,0.57,0,9,0.24,3,0,1
21,3.39,1,0.9,0,1,0.93,0,8,0.51,4,0,1
80,7.89,1,0.7,5,0,0.94,1,17,0.51,5,0,1
3306,6.59,1,0.8,1,1,0.95,1,20,0.14,1,0,1
445,9.67,0,0.9,3,0,0.59,1,5,0.88,5,0,1
143,9.99,0,0.6,4,0,0.62,0,11,0.73,2,0,1
21,9.17,1,0.9,0,1,0.73,0,7,0.2,5,1,1
21,5.89,0,0.9,1,0,0.75,1,3,0.16,4,0,0
25,9.37,0,0.5,2,0,0.43,1,11,0.59,3,1,1
25,4.04,0,0.5,4,1,0.47,0,9,0.01,2,0,1
3389,9.03,1,0.85,3,0,0.71,1,2,0.33,4,1,1
139,7.54,1,0.8,3,1,0.96,0,13,0.81,4,1,1
22,3.65,1,0.6,3,0,0.57,0,10,0.18,2,0,1
3389,9.3,1,0.85,3,0,0.69,1,9,0.58,3,1,1
139,3.17,0,0.8,3,1,0.95,0,4,0.96,1,0,1
143,8.11,0,0.6,1,0,0.75,1,9,0.79,1,1,1
143,8.37,0,0.6,3,0,0.32,0,5,0.51,3,0,1
